wall_time,step,value
1695480351.176226,49,1.0163345336914062
1695480353.6550405,99,1.064436912536621
1695480356.2134254,149,1.111782193183899
1695480358.6577423,199,0.987082302570343
1695480361.4467313,249,0.8330017328262329
1695480363.961102,299,0.8360865116119385
1695480366.4321327,349,0.9007836580276489
1695480369.0090656,399,0.7714338898658752
1695480371.8202815,449,0.7184674739837646
1695480374.3353887,499,0.7629337906837463
1695480376.7869267,549,0.8242998123168945
1695480379.29875,599,0.7797732353210449
1695480382.0753608,649,0.811541736125946
1695480384.56268,699,0.7196463346481323
1695480387.0162156,749,0.7171996235847473
1695480389.6094484,799,0.833585262298584
1695480392.6600366,849,0.8698366284370422
1695480395.2104228,899,0.7008336782455444
1695480397.7661328,949,0.8114905953407288
1695480400.3050683,999,0.7385468482971191
1695480403.1458561,1049,0.7127715349197388
1695480405.6605177,1099,0.7549213171005249
1695480408.205288,1149,0.6662428379058838
1695480410.7263494,1199,0.6665288209915161
1695480413.586179,1249,0.7588315010070801
