wall_time,step,value
1695481135.1228452,7,0.3019607961177826
1695481135.568831,15,0.34117648005485535
1695481136.0033348,23,0.34117648005485535
1695481136.472333,31,0.34117648005485535
1695481136.9212348,39,0.34117648005485535
1695481137.3990903,47,0.34117648005485535
1695481137.8538601,55,0.34117648005485535
1695481138.3092475,63,0.34117648005485535
1695481138.7886846,71,0.34117648005485535
1695481139.2592268,79,0.34117648005485535
1695481139.7137678,87,0.34117648005485535
1695481140.1560204,95,0.34117648005485535
1695481140.6372755,103,0.34117648005485535
1695481141.0929563,111,0.34117648005485535
1695481141.5472019,119,0.34117648005485535
1695481141.9991794,127,0.34117648005485535
1695481142.4429805,135,0.34117648005485535
1695481142.9027483,143,0.34117648005485535
1695481143.375681,151,0.34117648005485535
1695481143.8358247,159,0.34117648005485535
1695481144.2862349,167,0.34117648005485535
1695481144.768414,175,0.34117648005485535
1695481145.2244637,183,0.34117648005485535
1695481145.6661153,191,0.34117648005485535
1695481146.133439,199,0.34117648005485535
1695481146.6003284,207,0.34117648005485535
1695481147.064149,215,0.3333333432674408
1695481147.55526,223,0.3803921639919281
1695481147.9927154,231,0.4313725531101227
1695481148.4322474,239,0.41960784792900085
1695481148.8814166,247,0.4431372582912445
1695481149.3310828,255,0.41960784792900085
1695481149.770715,263,0.4745098054409027
1695481150.2208705,271,0.4941176474094391
1695481150.6841202,279,0.5098039507865906
1695481151.148952,287,0.5137255191802979
1695481151.619903,295,0.5215686559677124
1695481152.0570045,303,0.529411792755127
1695481152.4934645,311,0.5411764979362488
1695481152.9401913,319,0.5372549295425415
1695481153.395724,327,0.545098066329956
1695481153.8379061,335,0.545098066329956
1695481154.2807024,343,0.5568627715110779
1695481154.739243,351,0.529411792755127
1695481155.1763163,359,0.5529412031173706
1695481155.6198556,367,0.5490196347236633
1695481156.0604804,375,0.5490196347236633
1695481156.5433247,383,0.5490196347236633
1695481156.9845605,391,0.5607843399047852
1695481157.4376457,399,0.5529412031173706
1695481157.895984,407,0.5607843399047852
1695481158.3422213,415,0.5647059082984924
1695481158.8020592,423,0.572549045085907
1695481159.230999,431,0.5607843399047852
1695481159.6824758,439,0.5764706134796143
1695481160.1390164,447,0.5607843399047852
1695481160.607282,455,0.5764706134796143
1695481161.0531197,463,0.6196078658103943
1695481161.5149932,471,0.6784313917160034
1695481161.9711452,479,0.6823529601097107
1695481162.4300308,487,0.7176470756530762
1695481162.876619,495,0.7019608020782471
1695481163.3233662,503,0.7529411911964417
1695481163.7800505,511,0.7411764860153198
1695481164.2167401,519,0.7450980544090271
1695481164.6559813,527,0.7686274647712708
1695481165.092626,535,0.772549033164978
1695481165.5619988,543,0.7803921699523926
1695481166.0171437,551,0.772549033164978
1695481166.4590223,559,0.7960784435272217
1695481166.9036226,567,0.7921568751335144
1695481167.3573804,575,0.7882353067398071
1695481167.7934709,583,0.8117647171020508
1695481168.2253447,591,0.800000011920929
1695481168.694206,599,0.8235294222831726
1695481169.1256866,607,0.8156862854957581
1695481169.5790968,615,0.7882353067398071
1695481170.0424407,623,0.800000011920929
1695481170.4729793,631,0.8352941274642944
1695481170.9507802,639,0.8039215803146362
1695481171.4142792,647,0.8196078538894653
1695481171.8654137,655,0.8235294222831726
1695481172.3047705,663,0.8156862854957581
1695481172.7369282,671,0.8274509906768799
1695481173.1946466,679,0.8196078538894653
1695481173.6296265,687,0.8196078538894653
1695481174.0972524,695,0.8274509906768799
1695481174.5451822,703,0.8313725590705872
1695481174.99228,711,0.8156862854957581
1695481175.4404373,719,0.8156862854957581
1695481175.898179,727,0.8235294222831726
1695481176.3456929,735,0.8117647171020508
1695481176.80618,743,0.8274509906768799
1695481177.269273,751,0.8352941274642944
1695481177.697396,759,0.8156862854957581
1695481178.1562824,767,0.8313725590705872
1695481178.6041927,775,0.8235294222831726
1695481179.0847812,783,0.843137264251709
1695481179.5532546,791,0.8313725590705872
1695481179.9825509,799,0.8196078538894653
1695481180.4443994,807,0.8313725590705872
1695481180.8799179,815,0.8392156958580017
1695481181.3472147,823,0.8156862854957581
1695481181.8064601,831,0.8588235378265381
1695481182.2594275,839,0.8549019694328308
1695481182.740607,847,0.843137264251709
1695481183.197634,855,0.8392156958580017
1695481183.6540308,863,0.8509804010391235
1695481184.106487,871,0.8352941274642944
1695481184.5551634,879,0.8352941274642944
1695481184.9982996,887,0.8509804010391235
1695481185.4424236,895,0.8549019694328308
1695481185.9012802,903,0.843137264251709
1695481186.3501055,911,0.8392156958580017
