wall_time,step,value
1695486070.007078,49,1.1044474840164185
1695486074.0723937,99,0.9726190567016602
1695486078.191331,149,0.8729322552680969
1695486082.263226,199,0.8499119281768799
1695486086.8932774,249,0.8015003800392151
1695486090.974053,299,0.7642395496368408
1695486095.3916948,349,0.752039909362793
1695486099.5309386,399,0.7800989747047424
1695486104.278063,449,0.69258713722229
1695486108.47374,499,0.9038858413696289
1695486112.6006377,549,0.7703061699867249
1695486116.6872218,599,0.7520487904548645
1695486121.367629,649,0.751343846321106
1695486125.7996402,699,0.7903345823287964
1695486129.8990853,749,0.7729871273040771
1695486134.0369315,799,0.6985253095626831
1695486138.7480419,849,0.7085846066474915
1695486142.8698936,899,0.7002509832382202
1695486146.9717927,949,0.7084091901779175
1695486151.05505,999,0.6515137553215027
1695486155.7991943,1049,0.709611177444458
1695486160.2522335,1099,0.6496241688728333
