wall_time,step,value
1694791136.8633912,21,1.2283695936203003
1694791137.8189147,43,1.2214741706848145
1694791138.7946866,65,1.221472978591919
1694791139.7414167,87,1.2214707136154175
1694791140.6908555,109,1.2214752435684204
1694791141.649066,131,1.2214763164520264
1694791142.6156228,153,1.2214736938476562
1694791143.5904608,175,1.2214676141738892
1694791144.5660956,197,1.2214529514312744
1694791145.522773,219,1.2214702367782593
1694791146.4930618,241,1.2204786539077759
1694791147.4552627,263,1.1675738096237183
1694791148.420955,285,1.0888992547988892
1694791149.3805573,307,1.0519130229949951
1694791150.3347185,329,1.0414255857467651
1694791151.302832,351,1.0328139066696167
1694791152.274671,373,1.0404243469238281
1694791153.2062542,395,1.0142549276351929
1694791154.1485925,417,1.022847056388855
1694791155.1200593,439,1.002326488494873
1694791156.086648,461,1.0124266147613525
1694791157.0346682,483,1.012857437133789
1694791157.9897223,505,1.0045744180679321
1694791158.9425797,527,1.0126217603683472
1694791159.9101303,549,1.000417947769165
1694791160.8746822,571,0.9944742918014526
1694791161.8580568,593,0.9841502904891968
1694791162.8316157,615,0.9795165657997131
1694791163.7805355,637,0.9772984385490417
1694791164.7709904,659,0.9824670553207397
1694791165.7184784,681,0.9704930186271667
1694791166.6791444,703,0.9910640716552734
1694791167.6287332,725,0.9793812036514282
1694791168.5844846,747,0.9575933218002319
1694791169.5387886,769,0.9667053818702698
1694791170.5226927,791,0.9648429751396179
1694791171.4748936,813,0.9580420255661011
1694791172.43601,835,0.9647690653800964
1694791173.3990133,857,0.9457575082778931
1694791174.3787148,879,0.9433725476264954
1694791175.3201582,901,0.9306729435920715
1694791176.2922893,923,0.9440588355064392
1694791177.2609515,945,0.9387152791023254
1694791178.2068624,967,0.9370529055595398
1694791179.1526506,989,0.934887170791626
1694791180.11456,1011,0.9336047172546387
1694791181.0666962,1033,0.9416840076446533
1694791182.0403924,1055,0.9343797564506531
1694791183.0162287,1077,0.91937255859375
1694791183.9808083,1099,0.928316593170166
1694791184.937084,1121,0.9303210973739624
1694791185.919339,1143,0.9129012227058411
1694791186.8994987,1165,0.9269202351570129
1694791187.890241,1187,0.9346056580543518
1694791188.8760078,1209,0.9090496301651001
1694791189.852008,1231,0.908113956451416
1694791190.8425741,1253,0.9336808323860168
1694791191.8030477,1275,0.9084293246269226
1694791192.7784765,1297,0.9126500487327576
1694791193.7300014,1319,0.9168053269386292
1694791194.6813374,1341,0.9104247689247131
1694791195.6534238,1363,0.8916938900947571
1694791196.61576,1385,0.9014649987220764
1694791197.5528023,1407,0.8953536152839661
1694791198.5216963,1429,0.8843150734901428
1694791199.48065,1451,0.9055386185646057
1694791200.4788861,1473,0.8811274170875549
1694791201.451497,1495,0.8942504525184631
1694791202.4247708,1517,0.8930026292800903
1694791203.394814,1539,0.8842703104019165
1694791204.3352787,1561,0.8680841326713562
1694791205.3095205,1583,0.8775481581687927
1694791206.3042018,1605,0.8800147175788879
1694791207.2618418,1627,0.8727300763130188
1694791208.2123246,1649,0.8819934725761414
1694791209.1794572,1671,0.867858350276947
1694791210.1559322,1693,0.869357705116272
1694791211.1124735,1715,0.8648655414581299
1694791212.2186358,1737,0.8595298528671265
1694791213.2106917,1759,0.8622965216636658
1694791214.1693883,1781,0.8665814399719238
1694791215.1380115,1803,0.8485235571861267
1694791216.1054285,1825,0.8799693584442139
1694791217.0585372,1847,0.8652318120002747
1694791218.0225053,1869,0.8510569930076599
1694791218.9976904,1891,0.8487530946731567
1694791219.9718978,1913,0.8445881605148315
1694791220.9291985,1935,0.8543950915336609
1694791222.0089567,1957,0.8542904257774353
1694791223.0377402,1979,0.8309163451194763
1694791224.0867796,2001,0.8253363966941833
1694791225.120495,2023,0.8466739654541016
1694791226.084318,2045,0.8464010953903198
1694791227.0249505,2067,0.8298711776733398
1694791227.9791117,2089,0.8377360105514526
1694791228.9610028,2111,0.8381857872009277
1694791229.9167647,2133,0.8417773246765137
1694791230.8926196,2155,0.8411706686019897
1694791231.8261151,2177,0.8156169056892395
1694791232.772917,2199,0.8354048132896423
1694791233.7235343,2221,0.8279067277908325
1694791234.7214007,2243,0.8203063607215881
1694791235.6965115,2265,0.8286959528923035
1694791236.6751919,2287,0.8113628625869751
1694791237.6337187,2309,0.8158680200576782
1694791238.5936086,2331,0.8302890062332153
1694791239.5554051,2353,0.825291097164154
1694791240.520989,2375,0.8292915225028992
1694791241.4835165,2397,0.8242092728614807
1694791242.4668372,2419,0.8090078234672546
