wall_time,step,value
1694790770.5601864,21,0.33044731616973877
1694790771.32452,43,0.331890344619751
1694790772.1158297,65,0.3636363744735718
1694790772.862337,87,0.3795093894004822
1694790773.6321652,109,0.3968254029750824
1694790774.4352214,131,0.4617604613304138
1694790775.2084122,153,0.4704184830188751
1694790775.9947834,175,0.5295815467834473
1694790776.7515988,197,0.509379506111145
1694790777.510693,219,0.5627705454826355
1694790778.286093,241,0.5714285969734192
1694790779.0502794,263,0.5598845481872559
1694790779.7759392,285,0.6233766078948975
1694790780.5145807,307,0.6147186160087585
1694790781.2682714,329,0.6652236580848694
1694790782.0226839,351,0.6363636255264282
1694790782.7909787,373,0.6709956526756287
1694790783.564288,395,0.6810966730117798
1694790784.3109705,417,0.6969696879386902
1694790785.096239,439,0.7258297204971313
1694790785.873409,461,0.7330447435379028
1694790786.661689,483,0.7229437232017517
1694790787.518642,505,0.7243867516517639
1694790788.2852485,527,0.7417027354240417
1694790789.169093,549,0.7518037557601929
1694790789.984712,571,0.7546897530555725
1694790790.8126304,593,0.761904776096344
1694790791.5902464,615,0.7460317611694336
1694790792.372842,637,0.7734487652778625
1694790793.3270543,659,0.7821067571640015
1694790794.0896888,681,0.7763347625732422
1694790794.8276682,703,0.7777777910232544
1694790795.6248205,725,0.7922077775001526
1694790796.4286652,747,0.7979797720909119
1694790797.2316546,769,0.7922077775001526
1694790798.0216475,791,0.7922077775001526
1694790798.784148,813,0.789321780204773
1694790799.5683713,835,0.7878788113594055
1694790800.3281598,857,0.8181818127632141
1694790801.096069,879,0.8210678100585938
1694790801.8686342,901,0.8253968358039856
1694790802.6249993,923,0.8297258019447327
1694790803.3929274,945,0.8210678100585938
1694790804.1427321,967,0.826839804649353
1694790804.888677,989,0.8383838534355164
1694790805.6213152,1011,0.808080792427063
1694790806.3540912,1033,0.826839804649353
1694790807.094304,1055,0.8340548276901245
1694790807.8337836,1077,0.826839804649353
1694790808.6074288,1099,0.8282828330993652
1694790809.391128,1121,0.8297258019447327
1694790810.1467755,1143,0.8340548276901245
1694790810.8926487,1165,0.8542568683624268
1694790811.6694646,1187,0.8470418453216553
1694790812.436719,1209,0.822510838508606
1694790813.2088704,1231,0.8311688303947449
1694790814.007539,1253,0.8181818127632141
1694790814.8308308,1275,0.8470418453216553
1694790815.5854113,1297,0.8253968358039856
1694790816.3210795,1319,0.8398268222808838
1694790817.1070251,1341,0.8427128195762634
1694790817.8839762,1363,0.8369408249855042
1694790818.6333616,1385,0.8556998372077942
1694790819.4133282,1407,0.8556998372077942
1694790820.1676989,1429,0.8556998372077942
1694790820.9398103,1451,0.8513708710670471
1694790821.6983478,1473,0.8571428656578064
1694790822.4620347,1495,0.8470418453216553
1694790823.20007,1517,0.8629148602485657
1694790823.9766483,1539,0.8629148602485657
